"unit","var","subgroup","numerator","denominator"
"LYN","Lower respiratory disease",2024-10-01,24,11562
"LYN","Lower respiratory disease",2024-11-01,15,11562
"LYN","Lower respiratory disease",2024-12-01,49,11562
"LYN","Obstipation",2020-01-01,2,11170
"LYN","Obstipation",2020-02-01,4,11170
"LYN","Obstipation",2020-03-01,2,11170
"LYN","Obstipation",2020-04-01,1,11170
"LYN","Obstipation",2020-05-01,2,11170
"LYN","Obstipation",2020-06-01,5,11170
"LYN","Obstipation",2020-07-01,3,11170
"LYN","Obstipation",2020-08-01,3,11170
"LYN","Obstipation",2020-09-01,5,11170
"LYN","Obstipation",2020-10-01,2,11170
"LYN","Obstipation",2020-11-01,1,11170
"LYN","Obstipation",2020-12-01,2,11170
"LYN","Obstipation",2021-01-01,3,11090
"LYN","Obstipation",2021-02-01,3,11090
"LYN","Obstipation",2021-03-01,4,11090
"LYN","Obstipation",2021-04-01,0,11090
"LYN","Obstipation",2021-05-01,4,11090
"LYN","Obstipation",2021-06-01,1,11090
"LYN","Obstipation",2021-07-01,3,11090
"LYN","Obstipation",2021-08-01,4,11090
"LYN","Obstipation",2021-09-01,4,11090
"LYN","Obstipation",2021-10-01,5,11090
"LYN","Obstipation",2021-11-01,5,11090
"LYN","Obstipation",2021-12-01,4,11090
"LYN","Obstipation",2022-01-01,5,11290
"LYN","Obstipation",2022-02-01,2,11290
"LYN","Obstipation",2022-03-01,2,11290
"LYN","Obstipation",2022-04-01,7,11290
"LYN","Obstipation",2022-05-01,1,11290
"LYN","Obstipation",2022-06-01,1,11290
"LYN","Obstipation",2022-07-01,6,11290
"LYN","Obstipation",2022-08-01,4,11290
"LYN","Obstipation",2022-09-01,2,11290
"LYN","Obstipation",2022-10-01,3,11290
"LYN","Obstipation",2022-11-01,2,11290
"LYN","Obstipation",2022-12-01,3,11290
"LYN","Obstipation",2023-01-01,5,11480
"LYN","Obstipation",2023-02-01,4,11480
"LYN","Obstipation",2023-03-01,4,11480
"LYN","Obstipation",2023-04-01,6,11480
"LYN","Obstipation",2023-05-01,6,11480
"LYN","Obstipation",2023-06-01,6,11480
"LYN","Obstipation",2023-07-01,2,11480
"LYN","Obstipation",2023-08-01,2,11480
"LYN","Obstipation",2023-09-01,4,11480
"LYN","Obstipation",2023-10-01,1,11480
"LYN","Obstipation",2023-11-01,2,11480
"LYN","Obstipation",2023-12-01,3,11480
"LYN","Obstipation",2024-01-01,1,11562
"LYN","Obstipation",2024-02-01,3,11562
"LYN","Obstipation",2024-03-01,0,11562
"LYN","Obstipation",2024-04-01,5,11562
"LYN","Obstipation",2024-05-01,0,11562
"LYN","Obstipation",2024-06-01,6,11562
"LYN","Obstipation",2024-07-01,3,11562
"LYN","Obstipation",2024-08-01,2,11562
"LYN","Obstipation",2024-09-01,3,11562
"LYN","Obstipation",2024-10-01,5,11562
"LYN","Obstipation",2024-11-01,2,11562
"LYN","Obstipation",2024-12-01,9,11562
"LYN","Urinary tract infection",2020-01-01,6,11170
"LYN","Urinary tract infection",2020-02-01,8,11170
"LYN","Urinary tract infection",2020-03-01,7,11170
"LYN","Urinary tract infection",2020-04-01,8,11170
"LYN","Urinary tract infection",2020-05-01,9,11170
"LYN","Urinary tract infection",2020-06-01,12,11170
"LYN","Urinary tract infection",2020-07-01,17,11170
"LYN","Urinary tract infection",2020-08-01,16,11170
"LYN","Urinary tract infection",2020-09-01,21,11170
"LYN","Urinary tract infection",2020-10-01,21,11170
"LYN","Urinary tract infection",2020-11-01,15,11170
"LYN","Urinary tract infection",2020-12-01,17,11170
"LYN","Urinary tract infection",2021-01-01,14,11090
"LYN","Urinary tract infection",2021-02-01,11,11090
"LYN","Urinary tract infection",2021-03-01,14,11090
"LYN","Urinary tract infection",2021-04-01,21,11090
"LYN","Urinary tract infection",2021-05-01,15,11090
"LYN","Urinary tract infection",2021-06-01,13,11090
"LYN","Urinary tract infection",2021-07-01,15,11090
"LYN","Urinary tract infection",2021-08-01,13,11090
"LYN","Urinary tract infection",2021-09-01,12,11090
"LYN","Urinary tract infection",2021-10-01,11,11090
"LYN","Urinary tract infection",2021-11-01,11,11090
"LYN","Urinary tract infection",2021-12-01,14,11090
"LYN","Urinary tract infection",2022-01-01,25,11290
"LYN","Urinary tract infection",2022-02-01,8,11290
"LYN","Urinary tract infection",2022-03-01,11,11290
"LYN","Urinary tract infection",2022-04-01,12,11290
"LYN","Urinary tract infection",2022-05-01,13,11290
"LYN","Urinary tract infection",2022-06-01,14,11290
"LYN","Urinary tract infection",2022-07-01,16,11290
"LYN","Urinary tract infection",2022-08-01,18,11290
"LYN","Urinary tract infection",2022-09-01,12,11290
"LYN","Urinary tract infection",2022-10-01,10,11290
"LYN","Urinary tract infection",2022-11-01,12,11290
"LYN","Urinary tract infection",2022-12-01,20,11290
"LYN","Urinary tract infection",2023-01-01,13,11480
"LYN","Urinary tract infection",2023-02-01,9,11480
"LYN","Urinary tract infection",2023-03-01,9,11480
"LYN","Urinary tract infection",2023-04-01,20,11480
"LYN","Urinary tract infection",2023-05-01,21,11480
"LYN","Urinary tract infection",2023-06-01,8,11480
"LYN","Urinary tract infection",2023-07-01,9,11480
"LYN","Urinary tract infection",2023-08-01,17,11480
"LYN","Urinary tract infection",2023-09-01,9,11480
"LYN","Urinary tract infection",2023-10-01,10,11480
"LYN","Urinary tract infection",2023-11-01,10,11480
"LYN","Urinary tract infection",2023-12-01,14,11480
"LYN","Urinary tract infection",2024-01-01,11,11562
"LYN","Urinary tract infection",2024-02-01,8,11562
"LYN","Urinary tract infection",2024-03-01,11,11562
"LYN","Urinary tract infection",2024-04-01,12,11562
"LYN","Urinary tract infection",2024-05-01,12,11562
"LYN","Urinary tract infection",2024-06-01,16,11562
"LYN","Urinary tract infection",2024-07-01,12,11562
"LYN","Urinary tract infection",2024-08-01,15,11562
"LYN","Urinary tract infection",2024-09-01,14,11562
"LYN","Urinary tract infection",2024-10-01,10,11562
"LYN","Urinary tract infection",2024-11-01,15,11562
"LYN","Urinary tract infection",2024-12-01,11,11562
"ROE","All diagnoses",2020-01-01,59,7411
"ROE","All diagnoses",2020-02-01,50,7411
"ROE","All diagnoses",2020-03-01,45,7411
"ROE","All diagnoses",2020-04-01,34,7411
"ROE","All diagnoses",2020-05-01,45,7411
"ROE","All diagnoses",2020-06-01,27,7411
"ROE","All diagnoses",2020-07-01,42,7411
"ROE","All diagnoses",2020-08-01,36,7411
"ROE","All diagnoses",2020-09-01,35,7411
"ROE","All diagnoses",2020-10-01,32,7411
"ROE","All diagnoses",2020-11-01,40,7411
"ROE","All diagnoses",2020-12-01,27,7411
"ROE","All diagnoses",2021-01-01,42,7315
"ROE","All diagnoses",2021-02-01,27,7315
"ROE","All diagnoses",2021-03-01,31,7315
"ROE","All diagnoses",2021-04-01,42,7315
"ROE","All diagnoses",2021-05-01,52,7315
"ROE","All diagnoses",2021-06-01,52,7315
"ROE","All diagnoses",2021-07-01,43,7315
"ROE","All diagnoses",2021-08-01,50,7315
"ROE","All diagnoses",2021-09-01,66,7315
"ROE","All diagnoses",2021-10-01,60,7315
"ROE","All diagnoses",2021-11-01,45,7315
"ROE","All diagnoses",2021-12-01,44,7315
"ROE","All diagnoses",2022-01-01,51,7500
"ROE","All diagnoses",2022-02-01,37,7500
"ROE","All diagnoses",2022-03-01,49,7500
"ROE","All diagnoses",2022-04-01,58,7500
"ROE","All diagnoses",2022-05-01,46,7500
"ROE","All diagnoses",2022-06-01,34,7500
"ROE","All diagnoses",2022-07-01,46,7500
"ROE","All diagnoses",2022-08-01,51,7500
"ROE","All diagnoses",2022-09-01,51,7500
"ROE","All diagnoses",2022-10-01,58,7500
"ROE","All diagnoses",2022-11-01,67,7500
"ROE","All diagnoses",2022-12-01,70,7500
"ROE","All diagnoses",2023-01-01,65,7611
"ROE","All diagnoses",2023-02-01,55,7611
"ROE","All diagnoses",2023-03-01,49,7611
"ROE","All diagnoses",2023-04-01,49,7611
"ROE","All diagnoses",2023-05-01,51,7611
"ROE","All diagnoses",2023-06-01,49,7611
"ROE","All diagnoses",2023-07-01,55,7611
"ROE","All diagnoses",2023-08-01,51,7611
"ROE","All diagnoses",2023-09-01,49,7611
"ROE","All diagnoses",2023-10-01,72,7611
"ROE","All diagnoses",2023-11-01,56,7611
"ROE","All diagnoses",2023-12-01,53,7611
"ROE","All diagnoses",2024-01-01,53,7796
"ROE","All diagnoses",2024-02-01,54,7796
"ROE","All diagnoses",2024-03-01,76,7796
"ROE","All diagnoses",2024-04-01,57,7796
"ROE","All diagnoses",2024-05-01,58,7796
"ROE","All diagnoses",2024-06-01,65,7796
"ROE","All diagnoses",2024-07-01,50,7796
"ROE","All diagnoses",2024-08-01,39,7796
"ROE","All diagnoses",2024-09-01,44,7796
"ROE","All diagnoses",2024-10-01,58,7796
"ROE","All diagnoses",2024-11-01,53,7796
"ROE","All diagnoses",2024-12-01,52,7796
"ROE","Fracture from fall",2020-01-01,13,7411
"ROE","Fracture from fall",2020-02-01,9,7411
"ROE","Fracture from fall",2020-03-01,14,7411
"ROE","Fracture from fall",2020-04-01,18,7411
"ROE","Fracture from fall",2020-05-01,19,7411
"ROE","Fracture from fall",2020-06-01,9,7411
"ROE","Fracture from fall",2020-07-01,15,7411
"ROE","Fracture from fall",2020-08-01,13,7411
"ROE","Fracture from fall",2020-09-01,17,7411
"ROE","Fracture from fall",2020-10-01,13,7411
"ROE","Fracture from fall",2020-11-01,12,7411
"ROE","Fracture from fall",2020-12-01,8,7411
"ROE","Fracture from fall",2021-01-01,19,7315
"ROE","Fracture from fall",2021-02-01,8,7315
"ROE","Fracture from fall",2021-03-01,16,7315
"ROE","Fracture from fall",2021-04-01,17,7315
"ROE","Fracture from fall",2021-05-01,19,7315
"ROE","Fracture from fall",2021-06-01,17,7315
"ROE","Fracture from fall",2021-07-01,16,7315
"ROE","Fracture from fall",2021-08-01,16,7315
"ROE","Fracture from fall",2021-09-01,20,7315
"ROE","Fracture from fall",2021-10-01,19,7315
"ROE","Fracture from fall",2021-11-01,13,7315
"ROE","Fracture from fall",2021-12-01,15,7315
"ROE","Fracture from fall",2022-01-01,21,7500
"ROE","Fracture from fall",2022-02-01,13,7500
"ROE","Fracture from fall",2022-03-01,15,7500
"ROE","Fracture from fall",2022-04-01,24,7500
"ROE","Fracture from fall",2022-05-01,17,7500
"ROE","Fracture from fall",2022-06-01,12,7500
"ROE","Fracture from fall",2022-07-01,16,7500
"ROE","Fracture from fall",2022-08-01,17,7500
"ROE","Fracture from fall",2022-09-01,23,7500
"ROE","Fracture from fall",2022-10-01,14,7500
"ROE","Fracture from fall",2022-11-01,27,7500
"ROE","Fracture from fall",2022-12-01,17,7500
"ROE","Fracture from fall",2023-01-01,26,7611
"ROE","Fracture from fall",2023-02-01,19,7611
"ROE","Fracture from fall",2023-03-01,16,7611
"ROE","Fracture from fall",2023-04-01,11,7611
"ROE","Fracture from fall",2023-05-01,18,7611
"ROE","Fracture from fall",2023-06-01,11,7611
"ROE","Fracture from fall",2023-07-01,16,7611
"ROE","Fracture from fall",2023-08-01,21,7611
"ROE","Fracture from fall",2023-09-01,16,7611
"ROE","Fracture from fall",2023-10-01,29,7611
"ROE","Fracture from fall",2023-11-01,16,7611
"ROE","Fracture from fall",2023-12-01,14,7611
"ROE","Fracture from fall",2024-01-01,19,7796
"ROE","Fracture from fall",2024-02-01,16,7796
"ROE","Fracture from fall",2024-03-01,18,7796
"ROE","Fracture from fall",2024-04-01,17,7796
"ROE","Fracture from fall",2024-05-01,20,7796
"ROE","Fracture from fall",2024-06-01,28,7796
"ROE","Fracture from fall",2024-07-01,22,7796
"ROE","Fracture from fall",2024-08-01,17,7796
"ROE","Fracture from fall",2024-09-01,16,7796
"ROE","Fracture from fall",2024-10-01,25,7796
"ROE","Fracture from fall",2024-11-01,22,7796
"ROE","Fracture from fall",2024-12-01,14,7796
"ROE","Gastroenteritis",2020-01-01,0,7411
"ROE","Gastroenteritis",2020-02-01,2,7411
"ROE","Gastroenteritis",2020-03-01,1,7411
"ROE","Gastroenteritis",2020-04-01,0,7411
"ROE","Gastroenteritis",2020-05-01,2,7411
"ROE","Gastroenteritis",2020-06-01,1,7411
"ROE","Gastroenteritis",2020-07-01,2,7411
"ROE","Gastroenteritis",2020-08-01,1,7411
"ROE","Gastroenteritis",2020-09-01,2,7411
"ROE","Gastroenteritis",2020-10-01,3,7411
"ROE","Gastroenteritis",2020-11-01,1,7411
"ROE","Gastroenteritis",2020-12-01,1,7411
"ROE","Gastroenteritis",2021-01-01,1,7315
"ROE","Gastroenteritis",2021-02-01,0,7315
"ROE","Gastroenteritis",2021-03-01,1,7315
"ROE","Gastroenteritis",2021-04-01,1,7315
"ROE","Gastroenteritis",2021-05-01,1,7315
"ROE","Gastroenteritis",2021-06-01,3,7315
"ROE","Gastroenteritis",2021-07-01,4,7315
"ROE","Gastroenteritis",2021-08-01,3,7315
"ROE","Gastroenteritis",2021-09-01,3,7315
"ROE","Gastroenteritis",2021-10-01,6,7315
"ROE","Gastroenteritis",2021-11-01,3,7315
"ROE","Gastroenteritis",2021-12-01,4,7315
"ROE","Gastroenteritis",2022-01-01,1,7500
"ROE","Gastroenteritis",2022-02-01,2,7500
"ROE","Gastroenteritis",2022-03-01,3,7500
"ROE","Gastroenteritis",2022-04-01,3,7500
"ROE","Gastroenteritis",2022-05-01,1,7500
"ROE","Gastroenteritis",2022-06-01,1,7500
"ROE","Gastroenteritis",2022-07-01,2,7500
"ROE","Gastroenteritis",2022-08-01,0,7500
"ROE","Gastroenteritis",2022-09-01,4,7500
"ROE","Gastroenteritis",2022-10-01,1,7500
"ROE","Gastroenteritis",2022-11-01,1,7500
"ROE","Gastroenteritis",2022-12-01,1,7500
"ROE","Gastroenteritis",2023-01-01,2,7611
"ROE","Gastroenteritis",2023-02-01,0,7611
"ROE","Gastroenteritis",2023-03-01,1,7611
"ROE","Gastroenteritis",2023-04-01,1,7611
"ROE","Gastroenteritis",2023-05-01,1,7611
"ROE","Gastroenteritis",2023-06-01,1,7611
"ROE","Gastroenteritis",2023-07-01,4,7611
"ROE","Gastroenteritis",2023-08-01,2,7611
"ROE","Gastroenteritis",2023-09-01,3,7611
"ROE","Gastroenteritis",2023-10-01,3,7611
"ROE","Gastroenteritis",2023-11-01,2,7611
"ROE","Gastroenteritis",2023-12-01,2,7611
"ROE","Gastroenteritis",2024-01-01,2,7796
"ROE","Gastroenteritis",2024-02-01,3,7796
"ROE","Gastroenteritis",2024-03-01,10,7796
"ROE","Gastroenteritis",2024-04-01,3,7796
"ROE","Gastroenteritis",2024-05-01,1,7796
"ROE","Gastroenteritis",2024-06-01,2,7796
"ROE","Gastroenteritis",2024-07-01,2,7796
"ROE","Gastroenteritis",2024-08-01,0,7796
"ROE","Gastroenteritis",2024-09-01,2,7796
"ROE","Gastroenteritis",2024-10-01,1,7796
"ROE","Gastroenteritis",2024-11-01,3,7796
"ROE","Gastroenteritis",2024-12-01,1,7796
"ROE","Lower respiratory disease",2020-01-01,32,7411
"ROE","Lower respiratory disease",2020-02-01,28,7411
"ROE","Lower respiratory disease",2020-03-01,23,7411
"ROE","Lower respiratory disease",2020-04-01,12,7411
"ROE","Lower respiratory disease",2020-05-01,19,7411
"ROE","Lower respiratory disease",2020-06-01,9,7411
"ROE","Lower respiratory disease",2020-07-01,13,7411
"ROE","Lower respiratory disease",2020-08-01,13,7411
"ROE","Lower respiratory disease",2020-09-01,10,7411
"ROE","Lower respiratory disease",2020-10-01,11,7411
"ROE","Lower respiratory disease",2020-11-01,18,7411
"ROE","Lower respiratory disease",2020-12-01,11,7411
"ROE","Lower respiratory disease",2021-01-01,11,7315
"ROE","Lower respiratory disease",2021-02-01,9,7315
"ROE","Lower respiratory disease",2021-03-01,8,7315
"ROE","Lower respiratory disease",2021-04-01,15,7315
"ROE","Lower respiratory disease",2021-05-01,20,7315
"ROE","Lower respiratory disease",2021-06-01,25,7315
"ROE","Lower respiratory disease",2021-07-01,11,7315
"ROE","Lower respiratory disease",2021-08-01,13,7315
"ROE","Lower respiratory disease",2021-09-01,23,7315
"ROE","Lower respiratory disease",2021-10-01,21,7315
"ROE","Lower respiratory disease",2021-11-01,15,7315
"ROE","Lower respiratory disease",2021-12-01,16,7315
"ROE","Lower respiratory disease",2022-01-01,13,7500
"ROE","Lower respiratory disease",2022-02-01,17,7500
"ROE","Lower respiratory disease",2022-03-01,23,7500
"ROE","Lower respiratory disease",2022-04-01,19,7500
"ROE","Lower respiratory disease",2022-05-01,18,7500
"ROE","Lower respiratory disease",2022-06-01,12,7500
"ROE","Lower respiratory disease",2022-07-01,18,7500
"ROE","Lower respiratory disease",2022-08-01,17,7500
"ROE","Lower respiratory disease",2022-09-01,12,7500
"ROE","Lower respiratory disease",2022-10-01,36,7500
"ROE","Lower respiratory disease",2022-11-01,29,7500
"ROE","Lower respiratory disease",2022-12-01,38,7500
"ROE","Lower respiratory disease",2023-01-01,28,7611
"ROE","Lower respiratory disease",2023-02-01,28,7611
"ROE","Lower respiratory disease",2023-03-01,24,7611
"ROE","Lower respiratory disease",2023-04-01,26,7611
"ROE","Lower respiratory disease",2023-05-01,17,7611
"ROE","Lower respiratory disease",2023-06-01,20,7611
"ROE","Lower respiratory disease",2023-07-01,19,7611
"ROE","Lower respiratory disease",2023-08-01,22,7611
"ROE","Lower respiratory disease",2023-09-01,22,7611
"ROE","Lower respiratory disease",2023-10-01,26,7611
"ROE","Lower respiratory disease",2023-11-01,25,7611
"ROE","Lower respiratory disease",2023-12-01,30,7611
"ROE","Lower respiratory disease",2024-01-01,26,7796
"ROE","Lower respiratory disease",2024-02-01,29,7796
"ROE","Lower respiratory disease",2024-03-01,31,7796
"ROE","Lower respiratory disease",2024-04-01,30,7796
"ROE","Lower respiratory disease",2024-05-01,29,7796
"ROE","Lower respiratory disease",2024-06-01,26,7796
"ROE","Lower respiratory disease",2024-07-01,18,7796
"ROE","Lower respiratory disease",2024-08-01,14,7796
"ROE","Lower respiratory disease",2024-09-01,18,7796
"ROE","Lower respiratory disease",2024-10-01,17,7796
"ROE","Lower respiratory disease",2024-11-01,18,7796
"ROE","Lower respiratory disease",2024-12-01,30,7796
"ROE","Obstipation",2020-01-01,4,7411
"ROE","Obstipation",2020-02-01,3,7411
"ROE","Obstipation",2020-03-01,0,7411
"ROE","Obstipation",2020-04-01,1,7411
"ROE","Obstipation",2020-05-01,2,7411
"ROE","Obstipation",2020-06-01,1,7411
"ROE","Obstipation",2020-07-01,4,7411
"ROE","Obstipation",2020-08-01,6,7411
"ROE","Obstipation",2020-09-01,1,7411
"ROE","Obstipation",2020-10-01,1,7411
"ROE","Obstipation",2020-11-01,2,7411
"ROE","Obstipation",2020-12-01,1,7411
"ROE","Obstipation",2021-01-01,3,7315
"ROE","Obstipation",2021-02-01,2,7315
"ROE","Obstipation",2021-03-01,1,7315
"ROE","Obstipation",2021-04-01,2,7315
"ROE","Obstipation",2021-05-01,0,7315
"ROE","Obstipation",2021-06-01,4,7315
"ROE","Obstipation",2021-07-01,3,7315
"ROE","Obstipation",2021-08-01,3,7315
"ROE","Obstipation",2021-09-01,5,7315
"ROE","Obstipation",2021-10-01,4,7315
"ROE","Obstipation",2021-11-01,3,7315
"ROE","Obstipation",2021-12-01,2,7315
"ROE","Obstipation",2022-01-01,1,7500
"ROE","Obstipation",2022-02-01,1,7500
"ROE","Obstipation",2022-03-01,3,7500
"ROE","Obstipation",2022-04-01,3,7500
"ROE","Obstipation",2022-05-01,3,7500
"ROE","Obstipation",2022-06-01,2,7500
"ROE","Obstipation",2022-07-01,0,7500
"ROE","Obstipation",2022-08-01,2,7500
"ROE","Obstipation",2022-09-01,1,7500
"ROE","Obstipation",2022-10-01,1,7500
"ROE","Obstipation",2022-11-01,5,7500
"ROE","Obstipation",2022-12-01,3,7500
"ROE","Obstipation",2023-01-01,1,7611
"ROE","Obstipation",2023-02-01,2,7611
"ROE","Obstipation",2023-03-01,3,7611
"ROE","Obstipation",2023-04-01,1,7611
"ROE","Obstipation",2023-05-01,5,7611
"ROE","Obstipation",2023-06-01,4,7611
"ROE","Obstipation",2023-07-01,2,7611
"ROE","Obstipation",2023-08-01,4,7611
"ROE","Obstipation",2023-09-01,1,7611
"ROE","Obstipation",2023-10-01,5,7611
"ROE","Obstipation",2023-11-01,1,7611
"ROE","Obstipation",2023-12-01,1,7611
"ROE","Obstipation",2024-01-01,4,7796
"ROE","Obstipation",2024-02-01,2,7796
"ROE","Obstipation",2024-03-01,5,7796
"ROE","Obstipation",2024-04-01,0,7796
"ROE","Obstipation",2024-05-01,2,7796
"ROE","Obstipation",2024-06-01,1,7796
"ROE","Obstipation",2024-07-01,3,7796
"ROE","Obstipation",2024-08-01,1,7796
"ROE","Obstipation",2024-09-01,1,7796
"ROE","Obstipation",2024-10-01,3,7796
"ROE","Obstipation",2024-11-01,5,7796
"ROE","Obstipation",2024-12-01,1,7796
"ROE","Urinary tract infection",2020-01-01,10,7411
"ROE","Urinary tract infection",2020-02-01,8,7411
"ROE","Urinary tract infection",2020-03-01,7,7411
"ROE","Urinary tract infection",2020-04-01,3,7411
"ROE","Urinary tract infection",2020-05-01,3,7411
"ROE","Urinary tract infection",2020-06-01,7,7411
"ROE","Urinary tract infection",2020-07-01,8,7411
"ROE","Urinary tract infection",2020-08-01,3,7411
"ROE","Urinary tract infection",2020-09-01,5,7411
"ROE","Urinary tract infection",2020-10-01,4,7411
"ROE","Urinary tract infection",2020-11-01,7,7411
"ROE","Urinary tract infection",2020-12-01,6,7411
"ROE","Urinary tract infection",2021-01-01,8,7315
"ROE","Urinary tract infection",2021-02-01,8,7315
"ROE","Urinary tract infection",2021-03-01,5,7315
"ROE","Urinary tract infection",2021-04-01,7,7315
"ROE","Urinary tract infection",2021-05-01,12,7315
"ROE","Urinary tract infection",2021-06-01,3,7315
"ROE","Urinary tract infection",2021-07-01,9,7315
"ROE","Urinary tract infection",2021-08-01,15,7315
"ROE","Urinary tract infection",2021-09-01,15,7315
"ROE","Urinary tract infection",2021-10-01,10,7315
"ROE","Urinary tract infection",2021-11-01,11,7315
"ROE","Urinary tract infection",2021-12-01,7,7315
"ROE","Urinary tract infection",2022-01-01,15,7500
"ROE","Urinary tract infection",2022-02-01,4,7500
"ROE","Urinary tract infection",2022-03-01,5,7500
"ROE","Urinary tract infection",2022-04-01,9,7500
"ROE","Urinary tract infection",2022-05-01,7,7500
"ROE","Urinary tract infection",2022-06-01,7,7500
"ROE","Urinary tract infection",2022-07-01,10,7500
"ROE","Urinary tract infection",2022-08-01,15,7500
"ROE","Urinary tract infection",2022-09-01,11,7500
"ROE","Urinary tract infection",2022-10-01,6,7500
"ROE","Urinary tract infection",2022-11-01,5,7500
"ROE","Urinary tract infection",2022-12-01,11,7500
"ROE","Urinary tract infection",2023-01-01,8,7611
"ROE","Urinary tract infection",2023-02-01,6,7611
"ROE","Urinary tract infection",2023-03-01,5,7611
"ROE","Urinary tract infection",2023-04-01,10,7611
"ROE","Urinary tract infection",2023-05-01,10,7611
"ROE","Urinary tract infection",2023-06-01,13,7611
"ROE","Urinary tract infection",2023-07-01,14,7611
"ROE","Urinary tract infection",2023-08-01,2,7611
"ROE","Urinary tract infection",2023-09-01,7,7611
"ROE","Urinary tract infection",2023-10-01,9,7611
"ROE","Urinary tract infection",2023-11-01,12,7611
"ROE","Urinary tract infection",2023-12-01,6,7611
"ROE","Urinary tract infection",2024-01-01,2,7796
"ROE","Urinary tract infection",2024-02-01,4,7796
"ROE","Urinary tract infection",2024-03-01,12,7796
"ROE","Urinary tract infection",2024-04-01,7,7796
"ROE","Urinary tract infection",2024-05-01,6,7796
"ROE","Urinary tract infection",2024-06-01,8,7796
"ROE","Urinary tract infection",2024-07-01,5,7796
"ROE","Urinary tract infection",2024-08-01,7,7796
"ROE","Urinary tract infection",2024-09-01,7,7796
"ROE","Urinary tract infection",2024-10-01,12,7796
"ROE","Urinary tract infection",2024-11-01,5,7796
"ROE","Urinary tract infection",2024-12-01,6,7796
"RUD","All diagnoses",2020-01-01,111,13136
"RUD","All diagnoses",2020-02-01,87,13136
"RUD","All diagnoses",2020-03-01,68,13136
"RUD","All diagnoses",2020-04-01,48,13136
"RUD","All diagnoses",2020-05-01,69,13136
"RUD","All diagnoses",2020-06-01,64,13136
"RUD","All diagnoses",2020-07-01,71,13136
"RUD","All diagnoses",2020-08-01,88,13136
"RUD","All diagnoses",2020-09-01,77,13136
"RUD","All diagnoses",2020-10-01,80,13136
"RUD","All diagnoses",2020-11-01,100,13136
"RUD","All diagnoses",2020-12-01,67,13136
"RUD","All diagnoses",2021-01-01,63,13083
"RUD","All diagnoses",2021-02-01,84,13083
"RUD","All diagnoses",2021-03-01,73,13083
"RUD","All diagnoses",2021-04-01,74,13083
"RUD","All diagnoses",2021-05-01,69,13083
"RUD","All diagnoses",2021-06-01,73,13083
"RUD","All diagnoses",2021-07-01,74,13083
"RUD","All diagnoses",2021-08-01,69,13083
"RUD","All diagnoses",2021-09-01,95,13083
"RUD","All diagnoses",2021-10-01,79,13083
"RUD","All diagnoses",2021-11-01,103,13083
"RUD","All diagnoses",2021-12-01,76,13083
"RUD","All diagnoses",2022-01-01,68,13288
"RUD","All diagnoses",2022-02-01,60,13288
"RUD","All diagnoses",2022-03-01,97,13288
"RUD","All diagnoses",2022-04-01,88,13288
"RUD","All diagnoses",2022-05-01,89,13288
"RUD","All diagnoses",2022-06-01,85,13288
"RUD","All diagnoses",2022-07-01,98,13288
"RUD","All diagnoses",2022-08-01,86,13288
"RUD","All diagnoses",2022-09-01,85,13288
"RUD","All diagnoses",2022-10-01,73,13288
"RUD","All diagnoses",2022-11-01,92,13288
"RUD","All diagnoses",2022-12-01,126,13288
"RUD","All diagnoses",2023-01-01,95,13462
"RUD","All diagnoses",2023-02-01,78,13462
"RUD","All diagnoses",2023-03-01,85,13462
"RUD","All diagnoses",2023-04-01,94,13462
"RUD","All diagnoses",2023-05-01,100,13462
"RUD","All diagnoses",2023-06-01,72,13462
"RUD","All diagnoses",2023-07-01,67,13462
"RUD","All diagnoses",2023-08-01,71,13462
"RUD","All diagnoses",2023-09-01,90,13462
"RUD","All diagnoses",2023-10-01,95,13462
"RUD","All diagnoses",2023-11-01,87,13462
"RUD","All diagnoses",2023-12-01,114,13462
"RUD","All diagnoses",2024-01-01,135,13520
"RUD","All diagnoses",2024-02-01,101,13520
"RUD","All diagnoses",2024-03-01,85,13520
"RUD","All diagnoses",2024-04-01,96,13520
"RUD","All diagnoses",2024-05-01,89,13520
"RUD","All diagnoses",2024-06-01,83,13520
"RUD","All diagnoses",2024-07-01,91,13520
"RUD","All diagnoses",2024-08-01,69,13520
"RUD","All diagnoses",2024-09-01,91,13520
"RUD","All diagnoses",2024-10-01,79,13520
"RUD","All diagnoses",2024-11-01,95,13520
"RUD","All diagnoses",2024-12-01,91,13520
"RUD","Fracture from fall",2020-01-01,45,13136
"RUD","Fracture from fall",2020-02-01,38,13136
"RUD","Fracture from fall",2020-03-01,26,13136
"RUD","Fracture from fall",2020-04-01,25,13136
"RUD","Fracture from fall",2020-05-01,33,13136
"RUD","Fracture from fall",2020-06-01,30,13136
"RUD","Fracture from fall",2020-07-01,26,13136
"RUD","Fracture from fall",2020-08-01,31,13136
"RUD","Fracture from fall",2020-09-01,42,13136
"RUD","Fracture from fall",2020-10-01,43,13136
"RUD","Fracture from fall",2020-11-01,51,13136
"RUD","Fracture from fall",2020-12-01,34,13136
"RUD","Fracture from fall",2021-01-01,35,13083
"RUD","Fracture from fall",2021-02-01,42,13083
"RUD","Fracture from fall",2021-03-01,34,13083
"RUD","Fracture from fall",2021-04-01,35,13083
"RUD","Fracture from fall",2021-05-01,27,13083
"RUD","Fracture from fall",2021-06-01,33,13083
